0	0.000000E+00
1	2.500000E-06
2	5.000000E-06
3	7.500000E-06
4	1.000000E-05
5	1.250000E-05
6	1.500000E-05
7	1.750000E-05
8	2.000000E-05
9	2.250000E-05
10	2.500000E-05
11	2.750000E-05
12	3.000000E-05
13	3.250000E-05
14	3.500000E-05
15	3.750000E-05
16	4.000000E-05
17	4.250000E-05
18	4.500000E-05
19	4.750000E-05
20	5.000000E-05
21	5.250000E-05
22	5.500000E-05
23	5.750000E-05
24	6.000000E-05
25	6.250000E-05
26	6.500000E-05
27	6.750000E-05
28	7.000000E-05
29	7.250000E-05
30	7.500000E-05
31	7.750000E-05
32	8.000000E-05
33	8.250000E-05
34	8.500000E-05
35	8.750000E-05
36	9.000000E-05
37	9.250000E-05
38	9.500000E-05
39	9.750000E-05
40	1.000000E-04
41	1.025000E-04
42	1.050000E-04
43	1.075000E-04
44	1.100000E-04
45	1.125000E-04
46	1.150000E-04
47	1.175000E-04
48	1.200000E-04
49	1.225000E-04
50	1.250000E-04
51	1.275000E-04
52	1.300717E-04
53	1.327173E-04
54	1.354387E-04
55	1.382383E-04
56	1.411182E-04
57	1.440807E-04
58	1.471282E-04
59	1.502632E-04
60	1.534881E-04
61	1.568056E-04
62	1.602183E-04
63	1.637289E-04
64	1.673403E-04
65	1.710553E-04
66	1.748769E-04
67	1.788081E-04
68	1.828522E-04
69	1.870123E-04
70	1.912918E-04
71	1.956941E-04
72	2.002227E-04
73	2.048813E-04
74	2.096735E-04
75	2.146033E-04
76	2.196745E-04
77	2.248913E-04
78	2.302577E-04
79	2.357782E-04
80	2.414570E-04
81	2.472989E-04
82	2.533083E-04
83	2.594902E-04
84	2.658495E-04
85	2.723913E-04
86	2.791208E-04
87	2.860434E-04
88	2.931647E-04
89	3.004903E-04
90	3.080261E-04
91	3.157781E-04
92	3.237527E-04
93	3.319560E-04
94	3.403948E-04
95	3.490757E-04
96	3.580057E-04
97	3.671920E-04
98	3.766418E-04
99	3.863629E-04
100	3.963629E-04
101	4.050000E-04
102	4.150000E-04
103	4.250000E-04
104	4.350000E-04
105	4.450000E-04
106	4.550000E-04
107	4.650000E-04
108	4.750000E-04
109	4.850000E-04
110	4.950000E-04
111	5.050000E-04
112	5.150000E-04
113	5.250000E-04
114	5.350000E-04
115	5.450000E-04
116	5.550000E-04
117	5.650000E-04
118	5.750000E-04
119	5.850000E-04
120	5.950000E-04
121	6.050000E-04
122	6.150000E-04
123	6.250000E-04
124	6.350000E-04
125	6.450000E-04
126	6.550000E-04
127	6.650000E-04
128	6.750000E-04
129	6.850000E-04
130	6.950000E-04
131	7.050000E-04
132	7.150000E-04
133	7.250000E-04
134	7.350000E-04
135	7.450000E-04
136	7.550000E-04
137	7.650000E-04
138	7.750000E-04
139	7.850000E-04
140	7.950000E-04
141	8.050000E-04
142	8.150000E-04
143	8.250000E-04
144	8.350000E-04
145	8.450000E-04
146	8.550000E-04
147	8.650000E-04
148	8.750000E-04
149	8.850000E-04
150	8.950000E-04
151	9.050000E-04
152	9.150000E-04
153	9.250000E-04
154	9.350000E-04
155	9.450000E-04
156	9.550000E-04
157	9.650000E-04
158	9.750000E-04
159	9.850000E-04
160	9.950000E-04
161	1.005000E-03
162	1.015000E-03
163	1.025000E-03
164	1.035000E-03
165	1.045000E-03
166	1.055000E-03
167	1.065000E-03
168	1.075000E-03
169	1.085000E-03
170	1.095000E-03
171	1.105000E-03
172	1.115000E-03
173	1.125000E-03
174	1.135000E-03
175	1.145000E-03
176	1.155000E-03
177	1.165000E-03
178	1.175000E-03
179	1.185000E-03
180	1.195000E-03
181	1.205000E-03
182	1.215000E-03
183	1.225000E-03
184	1.235000E-03
185	1.245000E-03
186	1.255000E-03
187	1.265000E-03
188	1.275000E-03
189	1.285000E-03
190	1.295000E-03
191	1.305000E-03
192	1.315000E-03
193	1.325000E-03
194	1.335000E-03
195	1.345000E-03
196	1.355000E-03
197	1.365000E-03
198	1.375000E-03
199	1.385000E-03
200	1.395000E-03
201	1.405000E-03
202	1.415000E-03
203	1.425000E-03
204	1.435000E-03
205	1.445000E-03
206	1.455000E-03
